,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
2717,9768639,804,UKR85628,85628,2022-12-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Ochakivska,Ochakiv,46.6128,31.5498,1,Suspilne Media,National,"On 22 December 2022, Russian military forces shelled residential buildings in Ochakiv, Mykolaiv. There were no casualties.",0,1673376407,UKR
2735,9768657,804,UKR85646,85646,2022-12-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kherson,Khersonskyi,Stanislavska,Stanislav,46.579,32.1496,1,Suspilne Media,National,"On 22 December 2022, Russian military forces shelled powerlines, residential buildings, and gaslines in Stanislav, Kherson. A civilian was wounded.",0,1673376407,UKR
2747,9768669,804,UKR85658,85658,2022-12-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kherson,Kakhovskyi,Novokakhovska,Vesele,46.7923,33.3516,1,Suspilne Media,National,"On 22 December 2022, Russian military forces shelled Vesele, Kherson. A civilian was wounded.",0,1673376407,UKR
2766,9768451,804,UKR85440,85440,2022-12-21,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Beryslav,46.8415,33.4284,1,Suspilne Media,National,"On 21 December 2022, Russian forces shelled Beryslav, Kherson region. Casualties unknown.",0,1673376406,UKR
2767,9768452,804,UKR85441,85441,2022-12-21,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Beryslavskyi,Novooleksandpivska,Biliaivka,47.3269,33.6915,1,Suspilne Media,National,"On 21 December 2022, Russian forces shelled Biliaivka, Kherson region. Casualties unknown.",0,1673376406,UKR
2787,9768472,804,UKR85461,85461,2022-12-21,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Beryslavskyi,Novooleksandpivska,Havrylivka,47.2261,33.8802,1,Suspilne Media,National,"On 21 December 2022, Russian forces shelled Havrylivka, Kherson region. Casualties unknown.",0,1673376406,UKR
2793,9768478,804,UKR85467,85467,2022-12-21,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,1,Ministry of Defence of Ukraine; Novoye Vremya Ukraine; Suspilne Media,Other-National,"On 21 December 2022, Russian forces shelled Kherson, Kherson region, multiple times, having hit a shipbuilding factory and residential houses, as well as Karantynna and Promyslova power distribution stations. Incendiary ammo was used as well. 1 civilian was killed, 6 were injured.",1,1673376406,UKR
2830,9768515,804,UKR85504,85504,2022-12-21,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Ochakivska,Ochakiv,46.6128,31.5498,1,Ministry of Defence of Ukraine; Novoye Vremya Ukraine,Other-National,"On 21 December 2022, Russian forces shelled Ochakiv, Mykolaiv region, with MLRS, having damaged 2 houses. Two civilians and a child were injured.",0,1673376406,UKR
2851,9768536,804,UKR85525,85525,2022-12-21,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kherson,Khersonskyi,Stanislavska,Stanislav,46.579,32.1496,1,Novoye Vremya Ukraine,National,"On 21 December 2022, Russian forces shelled Stanislav, Kherson region. An elderly civilian was severely injured. It was necessary to evacuate civilians from the humanitarian aid outlet because of shelling.",0,1673376406,UKR
2871,9768556,804,UKR85545,85545,2022-12-21,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Vysokopillia,47.4919,33.5306,2,Suspilne Media,National,"On 21 December 2022, a vehicle of power systems maintenance workers was damaged when it accidentally ran over a Russian landmine in Vysokopillia community (coded to Vysokopillia, Kherson region). No casualties.",0,1673376406,UKR
2878,9768340,804,UKR85329,85329,2022-12-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Antonivka,46.6799,32.6925,1,Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 20 December 2022, Russian forces shelled Antonivka, Kherson, with artillery. Casualties unknown.",0,1673376406,UKR
2882,9768344,804,UKR85333,85333,2022-12-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Kherson,Khersonskyi,Bilozepska,Berehove,46.5715,32.4135,2,Ministry of Defence of Ukraine,Other,"On 20 December 2022, Russian forces shelled the positions of Ukrainian forces and civilian infrastructure near Berehove, Kherson, with tanks and artillery. Casualties unknown.",0,1673376406,UKR
2884,9768346,804,UKR85335,85335,2022-12-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Beryslav,46.8415,33.4284,2,Ministry of Defence of Ukraine,Other,"On 20 December 2022, Russian forces shelled the positions of Ukrainian forces and civilian infrastructure near Beryslav, Kherson, with tanks and artillery. Casualties unknown.",0,1673376406,UKR
2890,9768352,804,UKR85341,85341,2022-12-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Chornobaivska,Chornobaivka,46.6974,32.5526,1,Suspilne Media,National,"On 20 December 2022, Russian forces shelled Chornobaivka, Kherson region. Casualties unknown.",0,1673376406,UKR
2898,9768360,804,UKR85349,85349,2022-12-20,2022,2,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kherson,Skadovskyi,Holoprystanska,Hola Prystan,46.5272,32.5242,2,Suspilne Media,National,"Around 20 December 2022 (week of), a civilian was killed, having accidentally activated a Russian explosive booby trap, in Hola Prystan district, Kherson region.",1,1673376406,UKR
2902,9768364,804,UKR85353,85353,2022-12-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-),,8,18,Europe,Ukraine,Kherson,Kakhovskyi,Kakhovska,Kakhovka,46.8137,33.487,2,Ministry of Defence of Ukraine,Other,"On 20 December 2022, Ukrainian forces shelled Russian field airfield near Kakhovka, Kherson. Russians lost up to 150 people killed and about 50 wounded. Up to 20 units of military equipment of various types were destroyed.",150,1673376406,UKR
2906,9768368,804,UKR85357,85357,2022-12-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Karpovychi,52.2177,32.3804,2,Ministry of Defence of Ukraine,Other,"On 20 December 2022, Russian forces shelled the positions of Ukrainian forces near Karpovychi, Chernihiv, with mortars and artillery. Casualties unknown.",0,1673376406,UKR
2908,9768370,804,UKR85359,85359,2022-12-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,1,24 Channel; Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 20 December 2022, Russian forces shelled Kherson, with artillery. Casualties unknown.",0,1673376406,UKR
2910,9768372,804,UKR85361,85361,2022-12-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Komyshany,46.6361,32.5032,1,Suspilne Media,National,"On 20 December 2022, Russian forces shelled Komyshany, Kherson region. Casualties unknown.",0,1673376406,UKR
2924,9768387,804,UKR85376,85376,2022-12-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Darivska,Mykilske,46.7225,32.8131,2,Ministry of Defence of Ukraine,Other,"On 20 December 2022, Russian forces shelled near Mykilske, Kherson, with artillery. Casualties unknown.",0,1673376406,UKR
2932,9768395,804,UKR85384,85384,2022-12-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Novoberyslav,46.8576,33.4881,2,Ministry of Defence of Ukraine,Other,"On 20 December 2022, Russian forces shelled near Novoberyslav, Kherson, with artillery. Casualties unknown.",0,1673376406,UKR
2933,9768396,804,UKR85385,85385,2022-12-20,2022,2,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Novoberyslav,46.8576,33.4881,1,Suspilne Media,National,"Around 20 December 2022 (week of), a civilian was injured, having accidentally activated a landmine, in Novoberyslav, Kherson region.",0,1673376406,UKR
2944,9768407,804,UKR85396,85396,2022-12-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Darivska,Poniativka,46.7465,32.9123,2,Ministry of Defence of Ukraine,Other,"On 20 December 2022, Russian forces shelled near Poniativka, Kherson, with artillery. Casualties unknown.",0,1673376406,UKR
2948,9768411,804,UKR85400,85400,2022-12-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Sadove,46.7048,32.8225,2,Ministry of Defence of Ukraine,Other,"On 20 December 2022, Russian forces shelled near Sadove, Kherson, with artillery. Casualties unknown.",0,1673376406,UKR
2955,9768418,804,UKR85407,85407,2022-12-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Kherson,Khersonskyi,Darivska,Tokarivka,46.7504,32.9513,2,Ministry of Defence of Ukraine,Other,"On 20 December 2022, Russian forces shelled the positions of Ukrainian forces and civilian infrastructure near Tokarivka, Kherson, with tanks and artillery. Casualties unknown.",0,1673376406,UKR
2956,9768419,804,UKR85408,85408,2022-12-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Tymonovychi,52.2958,32.4303,2,Ministry of Defence of Ukraine,Other,"On 20 December 2022, Russian forces shelled the positions of Ukrainian forces near Tymonovychi, Chernihiv, with mortars and artillery. Casualties unknown.",0,1673376406,UKR
2986,9768244,804,UKR85233,85233,2022-12-19,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Antonivka,46.6799,32.6925,2,Ministry of Defence of Ukraine,Other,"On 19 December 2022, Russian forces shelled the positions of Ukrainian forces and civilian infrastructure near Antonivka, Kherson. Casualties unknown.",0,1673376406,UKR
2996,9768254,804,UKR85243,85243,2022-12-19,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,,,0,10,Europe,Ukraine,Kherson,Henicheskyi,Henicheska,Chonhar Checkpoint,45.9941,34.5509,1,24 Channel,National,"On 19 December 2022, explosions (presumably as a result of Ukrainian shelling or missile strike) were heard in Chonhar Checkpoint, Kherson. Casualties unknown.",0,1673376406,UKR
2997,9768255,804,UKR85244,85244,2022-12-19,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Kherson,Khersonskyi,Chornobaivska,Chornobaivka,46.6974,32.5526,2,Ministry of Defence of Ukraine,Other,"On 19 December 2022, Russian forces shelled the positions of Ukrainian forces and civilian infrastructure near Chornobaivka, Kherson. Casualties unknown.",0,1673376406,UKR
3011,9768269,804,UKR85258,85258,2022-12-19,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Karpovychi,52.2177,32.3804,2,Ministry of Defence of Ukraine,Other,"On 19 December 2022, Russian forces shelled near Karpovychi, Chernihiv, with mortars. Casualties unknown.",0,1673376406,UKR
3012,9768270,804,UKR85259,85259,2022-12-19,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),Civilians (Ukraine),1,18,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,2,24 Channel; Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 19 December 2022, Russian forces shelled the positions of Ukrainian forces and civilian infrastructure in Kherson, killing 2 civilians.",2,1673376406,UKR
3013,9768271,804,UKR85260,85260,2022-12-19,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Italy),Journalists (Italy),7,78,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,1,Novoye Vremya Ukraine,National,"On 19 December 2022, Russian forces shelled at the vehicle of Italian journalists marked with Press signs which was passing through the private housing sector in Kherson, Kherson region. One of the journalists was mildly injured.",0,1673376406,UKR
3014,9768272,804,UKR85261,85261,2022-12-19,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,3,24 Channel,National,"On 19 December 2022, Russian forces struck with Shahed-136 drones Kherson region. Some of the drones were intercepted by Ukrainian forces. Casualties unknown.",0,1673376406,UKR
3025,9768283,804,UKR85272,85272,2022-12-19,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Kutsurubska,Kutsurub,46.6528,31.6178,2,Ukrinform,National,"On 19 December 2022, Russian forces shelled the Kutsurub community, Mykolaiv. Casualties unknown.",0,1673376406,UKR
3026,9768284,804,UKR85273,85273,2022-12-19,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kyiv City,Kyiv,,Kyiv,50.4496,30.5224,3,24 Channel,National,"On 19 December 2022, Russian forces struck with Shahed-136 drones Kyiv region, damaging the residential building and injuring 2 civilians. Some of the drones were intercepted by Ukrainian forces.",0,1673376406,UKR
3027,9768285,804,UKR85274,85274,2022-12-19,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,Europe,Ukraine,Kyiv City,Kyiv,,Kyiv,50.4496,30.5224,1,24 Channel,National,"On 19 December 2022, Russian forces struck with 23 Shahed-136 drones the city of Kyiv, hitting civilian infrastructure. 15 drones were intercepted by Ukrainian forces. There were no casualties.",0,1673376406,UKR
3035,9768293,804,UKR85282,85282,2022-12-19,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Kherson,Khersonskyi,Darivska,Mykilske,46.7225,32.8131,2,Ministry of Defence of Ukraine,Other,"On 19 December 2022, Russian forces shelled the positions of Ukrainian forces and civilian infrastructure near Mykilske, Kherson. Casualties unknown.",0,1673376406,UKR
3036,9768294,804,UKR85283,85283,2022-12-19,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,3,24 Channel; Suspilne Media,National,"On 19 December 2022, Russian forces struck with Shahed-136 drones Mykolaiv region. Some of the drones were intercepted by Ukrainian forces. Casualties unknown.",0,1673376406,UKR
3045,9768303,804,UKR85292,85292,2022-12-19,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Ochakivska,Ochakiv,46.6128,31.5498,2,Ukrinform,National,"On 19 December 2022, Russian forces shelled the water area of the Mykolaiv region's Ochakiv community five times. There were no casualties.",0,1673376406,UKR
3061,9768319,804,UKR85308,85308,2022-12-19,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Kherson,Khersonskyi,Darivska,Tokarivka,46.7504,32.9513,2,Ministry of Defence of Ukraine,Other,"On 19 December 2022, Russian forces shelled the positions of Ukrainian forces and civilian infrastructure near Tokarivka, Kherson. Casualties unknown.",0,1673376406,UKR
3062,9768320,804,UKR85309,85309,2022-12-19,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Tymonovychi,52.2958,32.4303,2,Ministry of Defence of Ukraine,Other,"On 19 December 2022, Russian forces shelled near Tymonovychi, Chernihiv, with mortars. Casualties unknown.",0,1673376406,UKR
3063,9768321,804,UKR85310,85310,2022-12-19,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-),,8,18,Europe,Ukraine,Kherson,Kakhovskyi,Lyubimivska,Vasylivka,46.85,33.6536,2,Ministry of Defence of Ukraine,Other,"On 19 December 2022, Ukrainian forces shelled the base of Russian forces near Vasylivka, Kherson, destroying 8 pieces of heavy military equipment of various types. Casualties unknown.",0,1673376406,UKR
3068,9768326,804,UKR85315,85315,2022-12-19,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,Europe,Ukraine,Vinnytsia,Vinnytskyi,Vinnytska,Vinnytsia,49.2296,28.4659,3,24 Channel,National,"On 19 December 2022, Russian forces struck with Shahed-136 drones Vinnytsia region. One of the drones was intercepted by Ukrainian forces. Casualties unknown.",0,1673376406,UKR
3112,9768193,804,UKR85182,85182,2022-12-18,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),8,Military Forces of Ukraine (2019-),Civilians (Ukraine),1,18,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,2,Ministry of Defence of Russia; Ministry of Defence of Ukraine; Novoye Vremya Ukraine; Suspilne Media,Other-National,"On 18 December 2022, Russian forces carried out airstrikes and fired artillery at Ukrainian positions near Kherson. 2 civilians were killed and 4 civilians were injured.",2,1673376405,UKR
3114,9768195,804,UKR85184,85184,2022-12-18,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Bilozepska,Kizomys,46.5634,32.3478,2,Ministry of Defence of Ukraine,Other,"On 18 December 2022, Russian forces fired artillery near Kizomys, Kherson. Casualties unknown.",0,1673376405,UKR
3116,9768197,804,UKR85186,85186,2022-12-18,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Komyshany,46.6361,32.5032,2,Ministry of Defence of Ukraine,Other,"On 18 December 2022, Russian forces fired artillery near Komyshany, Kherson. Casualties unknown.",0,1673376405,UKR
3134,9768215,804,UKR85204,85204,2022-12-18,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Ochakivska,Ochakiv,46.6128,31.5498,2,Suspilne Media,National,"On 18 December 2022, Russian forces shelled near Ochakiv, Mykolaiv. No casualties.",0,1673376405,UKR
3144,9768225,804,UKR85214,85214,2022-12-18,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Sadove,46.7048,32.8225,2,Ministry of Defence of Ukraine,Other,"On 18 December 2022, Russian forces fired artillery near Sadove, Kherson. Casualties unknown.",0,1673376405,UKR
3173,9768066,804,UKR85055,85055,2022-12-17,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Beryslavskyi,Borozenska,Charivne,47.0189,33.2669,2,Ministry of Defence of Ukraine,Other,"On 17 December 2022, Russian forces shelled near Charivne, Kherson. Casualties unknown.",0,1673376405,UKR
3181,9768074,804,UKR85063,85063,2022-12-17,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Bilozepska,Dniprovske,46.5898,32.4684,2,Ministry of Defence of Ukraine,Other,"On 17 December 2022, Russian forces shelled near Dniprovske, Kherson. Casualties unknown.",0,1673376405,UKR
3192,9768085,804,UKR85074,85074,2022-12-17,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Romenskyi,Korovynska,Hai,50.8177,33.7029,2,Ministry of Defence of Ukraine,Other,"On 17 December 2022, Russian forces fired mortars and artillery near Hai, Sumy. Casualties unknown.",0,1673376405,UKR
3198,9768091,804,UKR85080,85080,2022-12-17,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,1,Ministry of Defence of Ukraine; Novoye Vremya Ukraine,Other-National,"On 17 December 2022, Russian forces shelled Kherson. 1 civilian was killed and 1 civilian was injured.",1,1673376405,UKR
3202,9768095,804,UKR85084,85084,2022-12-17,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Kakhovskyi,Novokakhovska,Kozatske,46.7845,33.3377,2,Ministry of Defence of Ukraine,Other,"On 17 December 2022, Russian forces shelled near Kozatske, Kherson. Casualties unknown.",0,1673376405,UKR
3216,9768109,804,UKR85098,85098,2022-12-17,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Darivska,Mykilske,46.7225,32.8131,2,Ministry of Defence of Ukraine,Other,"On 17 December 2022, Russian forces shelled near Mykilske, Kherson. Casualties unknown.",0,1673376405,UKR
3225,9768118,804,UKR85107,85107,2022-12-17,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Olhivka,46.7922,33.1985,2,Ministry of Defence of Ukraine,Other,"On 17 December 2022, Russian forces shelled near Olhivka, Kherson. Casualties unknown.",0,1673376405,UKR
3236,9768129,804,UKR85118,85118,2022-12-17,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Seredyna-Buda,52.189,34.0364,1,Ministry of Defence of Ukraine,Other,"On 17 December 2022, Russian forces fired mortars and artillery near Zernove railway station in Seredyna-Buda, Sumy. Casualties unknown.",0,1673376405,UKR
3244,9768137,804,UKR85126,85126,2022-12-17,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Stepanivka,46.6935,32.5806,1,Novoye Vremya Ukraine,National,"On 17 December 2022, Russian forces fired mortars at Stepanivka, Kherson. 1 civilian was killed and 2 civilians were injured.",1,1673376405,UKR
3248,9768141,804,UKR85130,85130,2022-12-17,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Tiahynka,46.7814,33.0559,2,Ministry of Defence of Ukraine,Other,"On 17 December 2022, Russian forces shelled near Tiahynka, Kherson. Casualties unknown.",0,1673376405,UKR
3254,9768147,804,UKR85136,85136,2022-12-17,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Shalyhynska,Vovkivka,51.52,34.2598,2,Ministry of Defence of Ukraine,Other,"On 17 December 2022, Russian forces shelled near Vovkivka, Sumy. Casualties unknown.",0,1673376405,UKR
3265,9768158,804,UKR85147,85147,2022-12-17,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Znob-Novhorodska,Znob-Novhorodske,52.2629,33.6016,2,Suspilne Media,National,"On 17 December 2022, Russian forces fired mortars near Znob-Novhorodske, Sumy. No casualties.",0,1673376405,UKR
3268,9767986,804,UKR84975,84975,2022-12-16,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Antonivka,46.6799,32.6925,2,Ministry of Defence of Ukraine,Other,"On 16 December 2022, Russian forces shelled near Antonivka, Kherson. Casualties unknown.",0,1673376405,UKR
3274,9767992,804,UKR84981,84981,2022-12-16,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kyiv,Brovarskyi,Brovarska,Brovary,50.5181,30.8067,2,24 Channel,National,"On 16 December 2022, a Russian missile was shot down near Brovary, Kyiv and its debris fell and damaged buildings. Casualties unknown.",0,1673376405,UKR
3277,9767995,804,UKR84984,84984,2022-12-16,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Chornobaivska,Chornobaivka,46.6974,32.5526,2,Ministry of Defence of Ukraine,Other,"On 16 December 2022, Russian forces shelled near Chornobaivka, Kherson. Casualties unknown.",0,1673376405,UKR
3286,9768004,804,UKR84993,84993,2022-12-16,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Sosnytska,Hai,51.649,32.378,2,Ministry of Defence of Ukraine,Other,"On 16 December 2022, Russian forces shelled near Hai, Chernihiv. Casualties unknown.",0,1673376405,UKR
