,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
27800,9361289,804,UKR59723,59723,2022-06-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Zhytomyr,Korostenskyi,Ovrutska,Bazarivka,51.2579,28.7165,2,Ministry of Defence of Ukraine,Other,"On 7 June 2022, Russian forces shelled the positions of Ukrainian forces near Bazarivka, Zhytomyr. Casualties unknown.",0,1655227262,UKR
27801,9361305,804,UKR59727,59727,2022-06-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Sumy,Shostkynskyi,Shalyhynska,Khodyne,51.5283,34.223,2,Ministry of Defence of Ukraine,Other,"On 7 June 2022, Russian forces fired mortars at Ukrainian positions near Khodyne, Sumy. Casualties unknown.",0,1655227262,UKR
27803,9361330,804,UKR59991,59991,2022-06-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Sopych,51.8486,34.3641,1,Ministry of Defence of Ukraine,Other,"On 7 June 2022, Russian forces shelled Sopych, Sumy. Casualties unknown.",0,1655227262,UKR
27805,9361374,804,UKR59993,59993,2022-06-07,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kyiv City,Kyiv,,Kyiv,50.4496,30.5224,3,Novoye Vremya Ukraine,National,"On 7 June 2022, three men were wounded in an explosion of an explosive device planted by Russian military forces in Kyiv region.",0,1655227262,UKR
27827,9360688,804,UKR59760,59760,2022-06-06,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Chernihivskyi,Horodnianska,Horodnia,51.8914,31.5957,2,24 Channel,National,"On 6 June 2022, Russian forces fired 120mm mortars at the border settlements in Horodnia district Chernihiv region. There were no casualties.",0,1655227260,UKR
27981,9361295,804,UKR59738,59738,2022-06-05,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kyiv City,Kyiv,,Kyiv,50.4496,30.5224,1,Ministry of Defence of Ukraine,Other,"On 5 June 2022, Russian air force launched several missiles at Kyiv. 1 civilian was injured. One of the missiles, an X-22 cruise missile, was shot down by Ukrainian forces.",0,1655227262,UKR
28029,9360731,804,UKR59736,59736,2022-06-04,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,3,24 Channel,National,"On 4 June 2022, Russian air forces launched a X-59 rocket at Odesa region. Civilian infrastructure was damaged. 2 civilians were injured.",0,1655227260,UKR
28137,9353225,804,UKR59062,59062,2022-06-03,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Mykolaiv,Pervomaiskyi,Pervomaiska,Pervomaysk,48.0443,30.8507,2,LPR People's Militia Press Service,Other,"On 3 June 2022, Russian air forces destroyed a Ukrainian drone-control center near Pervomaysk, Mykolaiv. Casualties unknown.",0,1654627712,UKR
28139,9353248,804,UKR59316,59316,2022-06-03,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Chernihivskyi,Ivanivska,Sloboda,51.3366,31.372,1,Ministry of Defence of Ukraine,Other,"On 3 June 2022, Russian forces fired mortars at Sloboda, Chernihiv. Casualties unknown.",0,1654627712,UKR
28289,9353234,804,UKR59284,59284,2022-06-02,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Mykolaiv,Pervomaiskyi,Pervomaiska,Pervomaysk,48.0443,30.8507,2,LPR People's Militia Press Service,Other,"On 2 June 2022, Russian forces shelled a drone control center near Pervomaysk, Mykolaiv region. Casualties unknown.",0,1654627712,UKR
28298,9352786,804,UKR59254,59254,2022-06-01,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Lviv,Stryiskyi,Stryiska,Stryi,49.2622,23.8561,2,Liveuamap; 24 Channel,Local partner-New media,"On 1 June 2022, Russian forces launched a rocket attack on Stryi district, Lviv, hitting industrial infrastructure. As a result of the shelling, five civilians were wounded.",0,1654627711,UKR
28408,9353241,804,UKR59461,59461,2022-05-31,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Chernihivskyi,Chepnigivska,Chernihiv,51.5055,31.2849,3,Ministry of Defence of Ukraine,Other,"On 31 May 2022, Russian forces fired mortars at the border settlements in Chernihiv region. Casualties unknown.",0,1654627712,UKR
28464,9352796,804,UKR59434,59434,2022-05-30,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,1,24 Channel; Segodnya,National,"On 30 May 2022, Russian forces launched two rockets at Odesa. One missile was shot down by Ukrainian forces, the other hit a bridge. There were no casualties.",0,1654627711,UKR
28580,9353242,804,UKR59371,59371,2022-05-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Chernihivskyi,Horodnianska,Hasychivka,52.0145,31.7783,1,Ministry of Defence of Ukraine,Other,"On 29 May 2022, Russian forces shelled Hasychivka, Chernihiv. Casualties unknown.",0,1654627712,UKR
28582,9353245,804,UKR59375,59375,2022-05-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Khrinivka,52.0752,31.8412,1,Ministry of Defence of Ukraine,Other,"On 29 May 2022, Russian forces shelled Khrinivka, Chernihiv. Casualties unknown.",0,1654627712,UKR
28583,9353246,804,UKR59372,59372,2022-05-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Hirsk,52.0186,31.8535,1,Ministry of Defence of Ukraine,Other,"On 29 May 2022, Russian forces shelled Hirsk, Chernihiv. Casualties unknown.",0,1654627712,UKR
28584,9353247,804,UKR59390,59390,2022-05-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Chernihivskyi,Horodnianska,Senkivka,52.089,31.7781,1,Ministry of Defence of Ukraine,Other,"On 29 May 2022, Russian forces shelled Senkivka, Chernihiv. Casualties unknown.",0,1654627712,UKR
28933,9344302,804,UKR58844,58844,2022-05-25,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Mykolaiv,Pervomaiskyi,Pervomaiska,Pervomaysk,48.0443,30.8507,1,24 Channel,National,"On 25 May 2022, Russian forces shelled Pervomaysk, Mykolaiv, hitting residential buildings. There were no casualties.",0,1654008407,UKR
29063,9344846,804,UKR58462,58462,2022-05-24,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,Europe,Ukraine,Odesa,Berezivskyi,Mykolaivska,Mykolaivka,47.5436,30.7552,2,Ministry of Defence of Ukraine,Other,"On 24 May 2022, Russian forces launched an airstrike in direction of Mykolaivka, Odesa. Casualties unknown.",0,1654008408,UKR
29097,9344195,804,UKR58790,58790,2022-05-23,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Zhytomyr,Korostenskyi,Korostenska,Korosten,50.9594,28.6385,1,Novoye Vremya Ukraine; Segodnya,National,"On 23 May 2022, Russian forces launched a rocket attack on Korosten, Zhytomyr. Casualties unknown.",0,1654008407,UKR
